%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1391635126489870351,1143131,1391635126489870351,,-0.127007430941,0.0276625756192,0.18299384317,0.175168520642,0.814291989588,0.0484503837473,0.551268632686
1391635126490619159,1143132,1391635126490619159,,-0.126841858619,0.0275429152991,0.183292575056,0.170487365034,0.814162853744,0.0451223798744,0.553205998504
1391635126490962800,1143133,1391635126490962800,,-0.126841858619,0.0275429152991,0.183292575056,0.170487365034,0.814162853744,0.0451223798744,0.553205998504
1391635126491300874,1143134,1391635126491300874,,-0.126841858619,0.0275429152991,0.183292575056,0.170487365034,0.814162853744,0.0451223798744,0.553205998504
1391635126491638049,1143135,1391635126491638049,,-0.126841858619,0.0275429152991,0.183292575056,0.170487365034,0.814162853744,0.0451223798744,0.553205998504
1391635126491991026,1143136,1391635126491991026,,-0.126841858619,0.0275429152991,0.183292575056,0.170487365034,0.814162853744,0.0451223798744,0.553205998504
1391635126492426184,1143137,1391635126492426184,,-0.126841858619,0.0275429152991,0.183292575056,0.170487365034,0.814162853744,0.0451223798744,0.553205998504
1391635126493071465,1143138,1391635126493071465,,-0.126841858619,0.0275429152991,0.183292575056,0.170487365034,0.814162853744,0.0451223798744,0.553205998504
1391635126493721255,1143139,1391635126493721255,,-0.126783636388,0.0276336138642,0.183299182751,0.170924236005,0.812963362175,0.0513059012259,0.554295211784
1391635126494364564,1143140,1391635126494364564,,-0.126783636388,0.0276336138642,0.183299182751,0.170924236005,0.812963362175,0.0513059012259,0.554295211784
1391635126494989099,1143141,1391635126494989099,,-0.126783636388,0.0276336138642,0.183299182751,0.170924236005,0.812963362175,0.0513059012259,0.554295211784
1391635126495653443,1143142,1391635126495653443,,-0.126783636388,0.0276336138642,0.183299182751,0.170924236005,0.812963362175,0.0513059012259,0.554295211784
1391635126496404091,1143143,1391635126496404091,,-0.126783636388,0.0276336138642,0.183299182751,0.170924236005,0.812963362175,0.0513059012259,0.554295211784
1391635126501358915,1143144,1391635126501358915,,-0.126943515341,0.0274599805424,0.183122170349,0.170534767605,0.814580450609,0.0457252684409,0.552526725461
1391635126501852192,1143145,1391635126501852192,,-0.126716071002,0.0277364484399,0.183351454879,0.175593741917,0.813030685093,0.0478102647296,0.553048028188
