%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1391635005611373521,1065077,1391635005611373521,,-0.12781861652,0.0264344464303,0.17486934838,0.524183317527,0.616835230585,-0.423916043645,0.406252797992
1391635005612450839,1065078,1391635005612450839,,-0.127939015572,0.0260387944865,0.174824725292,0.469871081571,0.662580202544,-0.349866523677,0.466692679941
1391635005613170317,1065079,1391635005613170317,,-0.127934512693,0.0258976250509,0.174854019966,0.47784408243,0.654031929091,-0.364919602266,0.459065303086
1391635005613993632,1065080,1391635005613993632,,-0.127934512693,0.0258976250509,0.174854019966,0.47784408243,0.654031929091,-0.364919602266,0.459065303086
1391635005614883542,1065081,1391635005614883542,,-0.127934512693,0.0258976250509,0.174854019966,0.47784408243,0.654031929091,-0.364919602266,0.459065303086
1391635005615793137,1065082,1391635005615793137,,-0.127917269683,0.0258735175472,0.174817785129,0.487835607898,0.646771502203,-0.377002489119,0.448967890614
1391635005616537133,1065083,1391635005616537133,,-0.127917269683,0.0258735175472,0.174817785129,0.487835607898,0.646771502203,-0.377002489119,0.448967890614
1391635005632980460,1065084,1391635005632980460,,-0.127917269683,0.0258735175472,0.174817785129,0.487835607898,0.646771502203,-0.377002489119,0.448967890614
1391635005633438232,1065085,1391635005633438232,,-0.129409170952,0.0264360589426,0.175675817889,0.498641239631,0.645025624951,-0.410233349608,0.408665457515
1391635005633862738,1065086,1391635005633862738,,-0.129409170952,0.0264360589426,0.175675817889,0.498641239631,0.645025624951,-0.410233349608,0.408665457515
1391635005634218818,1065087,1391635005634218818,,-0.129409170952,0.0264360589426,0.175675817889,0.498641239631,0.645025624951,-0.410233349608,0.408665457515
1391635005634563990,1065088,1391635005634563990,,-0.129409170952,0.0264360589426,0.175675817889,0.498641239631,0.645025624951,-0.410233349608,0.408665457515
1391635005635094530,1065089,1391635005635094530,,-0.129409170952,0.0264360589426,0.175675817889,0.498641239631,0.645025624951,-0.410233349608,0.408665457515
1391635005635443020,1065090,1391635005635443020,,-0.129409170952,0.0264360589426,0.175675817889,0.498641239631,0.645025624951,-0.410233349608,0.408665457515
1391635005635876343,1065091,1391635005635876343,,-0.129409170952,0.0264360589426,0.175675817889,0.498641239631,0.645025624951,-0.410233349608,0.408665457515
1391635005636538702,1065092,1391635005636538702,,-0.129409170952,0.0264360589426,0.175675817889,0.498641239631,0.645025624951,-0.410233349608,0.408665457515
1391635005637221981,1065093,1391635005637221981,,-0.129409170952,0.0264360589426,0.175675817889,0.498641239631,0.645025624951,-0.410233349608,0.408665457515
1391635005637926930,1065094,1391635005637926930,,-0.129409170952,0.0264360589426,0.175675817889,0.498641239631,0.645025624951,-0.410233349608,0.408665457515
1391635005639195273,1065095,1391635005639195273,,-0.129418338418,0.0265022310491,0.175665051096,0.479722945493,0.662819831416,-0.381890705753,0.429761859067
1391635005639943940,1065096,1391635005639943940,,-0.130175124155,0.026137371203,0.176114028756,0.490313952218,0.650704573624,-0.416885890398,0.402966426037
1391635005640703578,1065097,1391635005640703578,,-0.130175124155,0.026137371203,0.176114028756,0.490313952218,0.650704573624,-0.416885890398,0.402966426037
1391635005641601825,1065098,1391635005641601825,,-0.130128898689,0.0265256717587,0.176100019975,0.485045784979,0.660485524381,-0.40041417461,0.410070661385
1391635005642356859,1065099,1391635005642356859,,-0.130128898689,0.0265256717587,0.176100019975,0.485045784979,0.660485524381,-0.40041417461,0.410070661385
1391635005643105029,1065100,1391635005643105029,,-0.130128898689,0.0265256717587,0.176100019975,0.485045784979,0.660485524381,-0.40041417461,0.410070661385
1391635005662223135,1065101,1391635005662223135,,-0.130128898689,0.0265256717587,0.176100019975,0.485045784979,0.660485524381,-0.40041417461,0.410070661385
1391635005662626744,1065102,1391635005662626744,,-0.130815667542,0.026505431653,0.176583413595,0.494257108507,0.65139064758,-0.430307329284,0.382407815427
1391635005662982679,1065103,1391635005662982679,,-0.130815667542,0.026505431653,0.176583413595,0.494257108507,0.65139064758,-0.430307329284,0.382407815427
1391635005663325839,1065104,1391635005663325839,,-0.130815667542,0.026505431653,0.176583413595,0.494257108507,0.65139064758,-0.430307329284,0.382407815427
1391635005663666512,1065105,1391635005663666512,,-0.130815667542,0.026505431653,0.176583413595,0.494257108507,0.65139064758,-0.430307329284,0.382407815427
1391635005664023867,1065106,1391635005664023867,,-0.130815667542,0.026505431653,0.176583413595,0.494257108507,0.65139064758,-0.430307329284,0.382407815427
1391635005664635133,1065107,1391635005664635133,,-0.130815667542,0.026505431653,0.176583413595,0.494257108507,0.65139064758,-0.430307329284,0.382407815427
1391635005665367087,1065108,1391635005665367087,,-0.130760701087,0.0267585562374,0.176651122976,0.520908445828,0.62053692602,-0.473088015331,0.346086758285
1391635005666185361,1065109,1391635005666185361,,-0.130760701087,0.0267585562374,0.176651122976,0.520908445828,0.62053692602,-0.473088015331,0.346086758285
1391635005667139624,1065110,1391635005667139624,,-0.130760701087,0.0267585562374,0.176651122976,0.520908445828,0.62053692602,-0.473088015331,0.346086758285
1391635005667932469,1065111,1391635005667932469,,-0.130826917674,0.0262671389993,0.176532858783,0.48840191763,0.658978577762,-0.418390255551,0.390077421759
1391635005669194713,1065112,1391635005669194713,,-0.130826917674,0.0262671389993,0.176532858783,0.48840191763,0.658978577762,-0.418390255551,0.390077421759
1391635005670039092,1065113,1391635005670039092,,-0.130721175828,0.0264261830964,0.176689993544,0.498534381179,0.648747722544,-0.433687653567,0.377498188631
1391635005671182231,1065114,1391635005671182231,,-0.130721175828,0.0264261830964,0.176689993544,0.498534381179,0.648747722544,-0.433687653567,0.377498188631
1391635005678217858,1065115,1391635005678217858,,-0.130721175828,0.0264261830964,0.176689993544,0.498534381179,0.648747722544,-0.433687653567,0.377498188631
1391635005678561539,1065116,1391635005678561539,,-0.130832050876,0.0263895534949,0.176494140905,0.500809978996,0.646948495474,-0.436280805285,0.374574516061
1391635005678833819,1065117,1391635005678833819,,-0.1307962496,0.0264585074393,0.17656096618,0.509304834187,0.636182614098,-0.451809800109,0.362971310048
1391635005679108334,1065118,1391635005679108334,,-0.1307962496,0.0264585074393,0.17656096618,0.509304834187,0.636182614098,-0.451809800109,0.362971310048
1391635005679380961,1065119,1391635005679380961,,-0.1307962496,0.0264585074393,0.17656096618,0.509304834187,0.636182614098,-0.451809800109,0.362971310048
