%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1391634907827151768,823717,1391634907827151768,,-0.152327142056,0.0398349331352,0.152206852838,0.126181695601,0.79637719571,0.069209963181,0.587427887358
1391634907828336561,823718,1391634907828336561,,-0.15233596417,0.0398279329901,0.152206364395,0.126101485347,0.796471074831,0.0691135679115,0.58732917268
1391634907829195151,823719,1391634907829195151,,-0.152584613641,0.0388520343998,0.152135140624,0.113430316085,0.800267171841,0.0594449829744,0.585809108043
1391634907829953433,823720,1391634907829953433,,-0.152584613641,0.0388520343998,0.152135140624,0.113430316085,0.800267171841,0.0594449829744,0.585809108043
1391634907830699510,823721,1391634907830699510,,-0.152584613641,0.0388520343998,0.152135140624,0.113430316085,0.800267171841,0.0594449829744,0.585809108043
1391634907831567002,823722,1391634907831567002,,-0.152584613641,0.0388520343998,0.152135140624,0.113430316085,0.800267171841,0.0594449829744,0.585809108043
1391634907832587564,823723,1391634907832587564,,-0.152589070233,0.0385046928575,0.152240559374,0.11154096333,0.800484296073,0.0576278270868,0.586056770958
1391634907833346913,823724,1391634907833346913,,-0.152589070233,0.0385046928575,0.152240559374,0.11154096333,0.800484296073,0.0576278270868,0.586056770958
1391634907834202301,823725,1391634907834202301,,-0.152589070233,0.0385046928575,0.152240559374,0.11154096333,0.800484296073,0.0576278270868,0.586056770958
1391634907834945812,823726,1391634907834945812,,-0.152469331129,0.0392471885028,0.152250506269,0.117731140095,0.798579758922,0.0644730024832,0.586730755324
1391634907835721303,823727,1391634907835721303,,-0.152469331129,0.0392471885028,0.152250506269,0.117731140095,0.798579758922,0.0644730024832,0.586730755324
1391634907837122866,823728,1391634907837122866,,-0.152469331129,0.0392471885028,0.152250506269,0.117731140095,0.798579758922,0.0644730024832,0.586730755324
1391634907837998964,823729,1391634907837998964,,-0.152565170208,0.0393035214498,0.15210188201,0.113294107097,0.799061749412,0.0647490234718,0.586917651705
1391634907872013567,823730,1391634907872013567,,-0.152565170208,0.0393035214498,0.15210188201,0.113294107097,0.799061749412,0.0647490234718,0.586917651705
1391634907872479451,823731,1391634907872479451,,-0.152718362025,0.0382029606076,0.152330284281,0.103114714868,0.802652657063,0.0530796753226,0.585062916065
1391634907872829871,823732,1391634907872829871,,-0.152718362025,0.0382029606076,0.152330284281,0.103114714868,0.802652657063,0.0530796753226,0.585062916065
1391634907873168625,823733,1391634907873168625,,-0.152718362025,0.0382029606076,0.152330284281,0.103114714868,0.802652657063,0.0530796753226,0.585062916065
1391634907874038851,823734,1391634907874038851,,-0.152718362025,0.0382029606076,0.152330284281,0.103114714868,0.802652657063,0.0530796753226,0.585062916065
1391634907874890006,823735,1391634907874890006,,-0.152621703494,0.0386594790318,0.152305998364,0.108645587379,0.801055690118,0.0577764541078,0.58580525691
1391634907875697080,823736,1391634907875697080,,-0.152621703494,0.0386594790318,0.152305998364,0.108645587379,0.801055690118,0.0577764541078,0.58580525691
1391634907877140809,823737,1391634907877140809,,-0.152621703494,0.0386594790318,0.152305998364,0.108645587379,0.801055690118,0.0577764541078,0.58580525691
1391634907878003396,823738,1391634907878003396,,-0.152760131826,0.0378880101043,0.152036568944,0.115544921182,0.800763840145,0.0550850793538,0.585142954788
1391634907879096609,823739,1391634907879096609,,-0.152760131826,0.0378880101043,0.152036568944,0.115544921182,0.800763840145,0.0550850793538,0.585142954788
1391634907883221794,823740,1391634907883221794,,-0.152760131826,0.0378880101043,0.152036568944,0.115544921182,0.800763840145,0.0550850793538,0.585142954788
1391634907883642898,823741,1391634907883642898,,-0.152539492406,0.0389914347482,0.152423637915,0.109066652043,0.800640048812,0.0606362047207,0.586006167482
1391634907883990804,823742,1391634907883990804,,-0.152539492406,0.0389914347482,0.152423637915,0.109066652043,0.800640048812,0.0606362047207,0.586006167482
1391634907884316261,823743,1391634907884316261,,-0.152539492406,0.0389914347482,0.152423637915,0.109066652043,0.800640048812,0.0606362047207,0.586006167482
1391634907884641878,823744,1391634907884641878,,-0.152539492406,0.0389914347482,0.152423637915,0.109066652043,0.800640048812,0.0606362047207,0.586006167482
1391634907884968186,823745,1391634907884968186,,-0.152539492406,0.0389914347482,0.152423637915,0.109066652043,0.800640048812,0.0606362047207,0.586006167482
1391634907886024800,823746,1391634907886024800,,-0.152539492406,0.0389914347482,0.152423637915,0.109066652043,0.800640048812,0.0606362047207,0.586006167482
1391634907886853206,823747,1391634907886853206,,-0.152573435656,0.0389401975932,0.152315877099,0.110766145967,0.800227935933,0.0603988021411,0.58627476166
1391634907887610772,823748,1391634907887610772,,-0.15258191624,0.0389328188501,0.152315887,0.110680690514,0.800318133433,0.060303078685,0.586177625593
1391634907888404140,823749,1391634907888404140,,-0.15258191624,0.0389328188501,0.152315887,0.110680690514,0.800318133433,0.060303078685,0.586177625593
1391634907889235680,823750,1391634907889235680,,-0.152642418039,0.0395272884113,0.151944733772,0.11326169134,0.799718648207,0.0626400843821,0.586257701709
1391634907890224350,823751,1391634907890224350,,-0.152642418039,0.0395272884113,0.151944733772,0.11326169134,0.799718648207,0.0626400843821,0.586257701709
1391634907891560343,823752,1391634907891560343,,-0.152642418039,0.0395272884113,0.151944733772,0.11326169134,0.799718648207,0.0626400843821,0.586257701709
1391634907899405844,823753,1391634907899405844,,-0.152689200937,0.0386962930849,0.152171422169,0.109316993248,0.801133983016,0.0582429586965,0.585527022439
1391634907902415786,823754,1391634907902415786,,-0.152583712696,0.0388462367414,0.152400718344,0.110080920123,0.800919709775,0.0596533057693,0.585535048164
1391634907903297687,823755,1391634907903297687,,-0.152460615238,0.0394544182709,0.152302452117,0.118817946779,0.798497357974,0.0658499678233,0.58647084034
1391634907904083263,823756,1391634907904083263,,-0.152678768742,0.0385661380638,0.152257394104,0.108853620652,0.801353115607,0.0572883755759,0.58540764891
