%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1391635190016803540,1184021,1391635190016803540,,-0.133291622036,0.0289209347426,0.183992423373,0.402284181486,0.755851635685,-0.312316525349,0.411477982585
1391635190017415654,1184022,1391635190017415654,,-0.133291622036,0.0289209347426,0.183992423373,0.402284181486,0.755851635685,-0.312316525349,0.411477982585
1391635190019709248,1184023,1391635190019709248,,-0.133066243728,0.0288563331021,0.184233069035,0.401969202579,0.757909901564,-0.303074752338,0.414896415728
1391635190020341864,1184024,1391635190020341864,,-0.133066243728,0.0288563331021,0.184233069035,0.401969202579,0.757909901564,-0.303074752338,0.414896415728
1391635190020962884,1184025,1391635190020962884,,-0.133066243728,0.0288563331021,0.184233069035,0.401969202579,0.757909901564,-0.303074752338,0.414896415728
1391635190021814331,1184026,1391635190021814331,,-0.133066243728,0.0288563331021,0.184233069035,0.401969202579,0.757909901564,-0.303074752338,0.414896415728
1391635190022680478,1184027,1391635190022680478,,-0.13331201439,0.0283845284529,0.183644736941,0.388089518973,0.768249033943,-0.275811992888,0.427910845491
1391635190023705892,1184028,1391635190023705892,,-0.13331201439,0.0283845284529,0.183644736941,0.388089518973,0.768249033943,-0.275811992888,0.427910845491
1391635190030913700,1184029,1391635190030913700,,-0.13331201439,0.0283845284529,0.183644736941,0.388089518973,0.768249033943,-0.275811992888,0.427910845491
1391635190031647260,1184030,1391635190031647260,,-0.133325590398,0.0280150432796,0.183477981967,0.385472875217,0.769482415593,-0.273437245879,0.429580664289
1391635190032311724,1184031,1391635190032311724,,-0.133325590398,0.0280150432796,0.183477981967,0.385472875217,0.769482415593,-0.273437245879,0.429580664289
1391635190039102494,1184032,1391635190039102494,,-0.133325590398,0.0280150432796,0.183477981967,0.385472875217,0.769482415593,-0.273437245879,0.429580664289
1391635190039848292,1184033,1391635190039848292,,-0.133186399725,0.0291317206804,0.184089600173,0.401272522772,0.757688712389,-0.304120984115,0.415209109495
